Date,Language,Title,Quote,Reflection Text,Reference
2025-04-03,french,ACCEPTER D’ÊTRE HUMAINS,"Nous avons finalement compris que nous devions faire notre inventaire à nous, pas celui de l’autre. Nous avons donc honnêtement reconnu nos torts et nous nous sommes disposés à les redresser.","Comment se fait-il que l’alcoolique soit si peu disposé à accepter ses responsabilités ? Avant, je buvais à cause de ce que les autres me faisaient. Mais chez les AA on m’a dit de chercher à voir quel étaient mes torts. Quel avait été mon rôle dans toutes ces histoires ? Une fois que j’ai eu simplement accepté ma part de responsabilité, il m’a été possible de jeter tout cela sur le papier et de constater que je n’étais après tout qu’un être humain. On ne me demande pas d’être parfait ! J’ai déjà fait des erreurs et j’en ferai encore. Les reconnaître honnêtement me permet de les accepter, de m’accepter moi-même et d’accepter aussi les personnes avec qui j’ai eu des différends. À partir de là, le rétablissement n’est plus très loin.","RÉFLEXIONS DE BILL, P. 222"
2025-04-04,french,DEMANDER LA LUNE,"Ce sentiment d’infériorité bien réel est amplifié par une sensibilité puérile, et cela engendre chez lui un désir insatiable et anormal d’autosatisfaction et de réussite aux yeux du monde. Toujours enfant, il demande la lune. Mais la lune, semble-t-il, ne veut pas de lui.","Quand je buvais, j’oscillais entre l’impression d’être totalement invisible et la certitude d’être le centre de l’univers. La recherche d’un équilibre précaire entre ces deux extrêmes est maintenant l’élément essentiel de mon rétablissement. La lune que je réclamais constamment est rarement pleine, dans la sobriété ; je vois plutôt ses nombreuses autres phases, et toutes m’apportent une leçon. Les éclipses, les périodes de noirceur, sont souvent suivies d’un réel apprentissage, et à chaque cycle de mon rétablissement, la lumière se renforce et ma vue s’améliore.","LE LANGAGE DU CŒUR, P. 107-108"
2025-04-05,french,LA VRAIE FRATERNITÉ,"Jamais nous n’avons cherché qu’à occuper sim- plement notre place dans la famille, à n’être qu’un ami parmi les amis, qu’un travailleur parmi les au- tres, qu’un membre utile de la société. Toujours nous nous débattions pour être au sommet de la pyramide ou nous camoufler en dessous. Notre conduite égocentrique bloquait toute ouverture sur une relation d’association avec les différentes per- sonnes de notre entourage. Nous ne comprenions pas le sens de la vraie fraternité.","Ce message de la Quatrième Étape a été le premier que j’ai entendu clairement ; jamais auparavant je n’avais lu dans un livre une description si parfaite de moi-même ! Avant d’entrer chez les AA, je ne connaissais aucun endroit où je puisse apprendre à devenir une personne parmi d’autres. Dès ma première réunion, j’ai vu des gens se comporter exactement comme tout le monde et je les ai enviés. Si je suis un alcoolique abstinent et heureux, aujourd’hui, c’est que je suis en train d’apprendre cette très importante leçon.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 62"
2025-04-06,french,UN LONG TRAVAIL,"Nous vivions des difficultés dans nos relations per- sonnelles, nous ne pouvions pas contrôler notre émotivité, nous étions en proie à la tristesse morbi- de et à la dépression, nous étions incapables de gagner notre vie, nous ne trouvions aucun but à l’existence, nous étions habités par la crainte, nous étions malheureux, nous ne croyions pas pouvoir faire quoi que ce soit pour les autres.","Ces paroles me rappellent que j’ai d’autres problèmes que l’alcool, que l’alcoolisme n’est qu’un symptôme d’une maladie plus envahissante. En arrêtant de boire, j’ai entrepris un travail qui m’occupera toute ma vie, celui de me sortir de mes émotions désordonnées, de mes relations personnelles difficiles et des situations impossibles. C’est un travail trop difficile pour que la plupart puissent l’accomplir sans l’aide d’une Puissance supérieure et de nos amis dans le mouvement. Quand j’ai commencé à mettre en pratique le programme des AA, plusieurs fils enchevêtrés se sont dénoués et, petit à petit, les morceaux de ma vie les plus éparpillés se sont remis en place. Un jour à la fois, presque imperceptiblement, mes blessures se sont cicatrisées. Mes peurs ont diminué, comme un thermostat que l’on baisse. J’ai commencé à connaître des moments de contentement. Mes émotions sont devenues moins versatiles. Je fais maintenant à nouveau partie de la famille humaine.","LES ALCOOLIQUES ANONYMES, P. 59"
2025-04-07,french,UN GRAND CERCLE DE GRATITUDE,"Et c’est avec reconnaissance que je déclare, au nom du Dr Bob et en mon nom personnel, que sans nos épouses Anne et Lois, nous n’aurions pas pu vivre assez longtemps pour voir naître le mou- vement des AA.","Suis-je capable, moi, d’une gratitude et d’un hommage aussi généreux envers ma compagne, mes parents et mes amis ? Sans leur soutien, je n’aurais peut-être jamais pu survivre jusqu’aux portes des AA. Je vais donc m’appliquer à discerner dans le plan de Dieu les liens qui unissent nos vies.","RÉFLEXIONS DE BILL, P. 67"
2025-04-08,french,ME REGARDER EN FACE,"Nous voulons savoir exactement comment, quand et où nos instincts naturels nous ont trompés. Nous voulons regarder bien en face les malheurs qu’ils ont causés aux autres et à nous-mêmes. En identifiant nos anomalies émotives, nous pouvons entreprendre de les corriger.","Aujourd’hui, je ne suis plus esclave de l’alcool. Mais, de bien des manières, l’esclavage demeure une menace – pour moi, pour mes désirs et même pour mes rêves. Pourtant je ne peux vivre sans rêves, car alors je n’ai plus rien qui me pousse à progresser.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 50"
2025-04-09,french,ME LIBÉRER DU « ROI ALCOOL »,"... il ne faut pas supposer, même pour un instant, que nous ne subissons aucune contrainte... Notre ancien tyran, le Roi Alcool, se tient toujours prêt à nous reprendre. En conséquence, la libération de l’alcool est la chose « indispensable » à faire, sinon c’est la folie ou la mort.","Quand je buvais, j’étais prisonnier, spirituellement, émotionnellement et parfois physiquement. Les barreaux de ma prison étaient faits d’entêtement et d’apitoiement sur mon sort, et je ne pouvais pas m’évader. À l’occasion, de courtes périodes d’abstinence qui semblaient une promesse de libération finissaient par n’être guère plus qu’un espoir de sursis. Pour m’évader vraiment, je devais me montrer disposé à faire tout ce qu’il fallait pour déverrouiller la porte de ma prison. Après avoir fait preuve de bonne volonté et agi positivement, j’ai vu la porte s’ouvrir et les barreaux s’écarter devant moi. En persistant dans ma bonne volonté et mon action, je demeure libre ; c’est une sorte de libération conditionnelle quotidienne qui pourrait se prolonger indéfiniment.","RÉFLEXIONS DE BILL, P. 134"
2025-04-10,french,GRANDIR,L’essence de toute croissance réside dans le désir de changer pour le mieux et d’endosser pour tou- jours la responsabilité que cela entraîne.,"Parfois, quand je suis disposé à faire ce que j’aurais dû faire depuis toujours, je recherche des louanges et de la reconnaissance. Je ne me rends pas compte que plus j’accepte de changer ma façon d’agir, plus ma vie devient intéressante. Plus j’accepte d’aider les autres, plus j’en retire des récompenses. Voilà ce que signifie pour moi la mise en pratique des principes. Plaisirs et avantages me viennent de ma bonne volonté dans l’action plutôt que de la recherche de résultats immédiats. Parce que je suis un peu plus bienveillant, un peu plus lent à me mettre en colère, un peu plus aimant, ma vie s’embellit jour après jour.","RÉFLEXIONS DE BILL, P. 115"
2025-04-11,french,CESSER DE BLÂMER LES AUTRES,"Il nous a souvent fallu beaucoup de temps avant de constater à quel point ces émotions excessives fai- saient de nous des victimes. Nous pouvions les déceler rapidement chez les autres, mais lente- ment en nous-mêmes. Tout d’abord, nous avons dû admettre que nous avions plusieurs de ces défauts, même si cette découverte était pénible et humiliante. Lorsqu’il s’agissait des autres, il fallait, en paroles et en pensée, nous abstenir d’accuser.","En mettant la Quatrième Étape en pratique à l’aide du Gros Livre, j’ai constaté que ma liste de rancunes venait de mes préjugés et du fait que j’accusais les autres d’être responsables de mes échecs et de mon incapacité de réussir pleinement. J’ai aussi découvert que je me sentais différent parce que je suis noir. En poursuivant mon inventaire, j’ai appris que j’avais toujours bu pour me débarrasser de ces sentiments. Ce n’est qu’après être devenu abstinent et avoir poursuivi mon inventaire que je suis arrivé à ne plus blâmer personne.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 55"
2025-04-12,french,RENONCER À LA FOLIE,... nous étions frappés d’insanité dès qu’il s’agissait d’alcool.,"L’alcoolisme me forçait à boire, que je le veuille ou non. La folie qui dominait ma vie était l’essence même de ma maladie. Elle me privait de la liberté de choisir autre chose que l’alcool et, par conséquent, de tous les autres choix. Quand je buvais, j’étais incapable de faire des choix valables dans aucun domaine de ma vie, et j’ai perdu la maîtrise de ma vie.","LES ALCOOLIQUES ANONYMES, P. 43"
2025-04-13,french,LE FAUX RÉCONFORT DE L’APITOIEMENT,"L’apitoiement est l’un des défauts les plus déplora- bles et les plus épuisants que nous connaissions. C’est un obstacle à tout progrès spirituel et il peut nous couper de toute vraie communication avec nos semblables, parce qu’il exige démesurément l’attention et la sympathie. Nous ne pouvons guère nous permettre cette forme de martyre plaintif.","Le faux réconfort que m’apporte l’apitoiement sur mon sort me masque la réalité temporairement, puis exige de moi, comme une drogue, que j’augmente la dose. Succomber à l’apitoiement pourrait me conduire à une rechute dans l’alcool. Alors que puis-je faire ? Un antidote sûr consiste à tourner mon attention, même à peine au début, vers d’autres personnes, de préférence des alcooliques qui ont réellement moins de chance que moi. Dans la mesure même où je leur montrerai que je les comprends, ma propre souffrance reprendra des proportions plus réelles.","RÉFLEXIONS DE BILL, P. 238"
2025-04-14,french,LE GRAND ENNEMI,"Le ressentiment est l’ennemi « no 1 ». Ce senti- ment détruit plus d’alcooliques que toute autre chose. Il donne lieu à toutes les formes de ma- ladies spirituelles car nous étions atteints non seulement mentalement et physiquement, mais spirituellement aussi.","En regardant la manière dont je pratique la Quatrième Étape, je constate que je passe facilement sur mes propres torts, parce que je n’ai pas de mal à voir qu’il s’agissait de me venger des torts que j’avais subis. Quand je persiste à raviver de vieilles blessures, j’éprouve du ressentiment, et ce ressentiment empêche le soleil d’entrer dans mon âme. Si je continue de ressasser mes blessures et mes haines, je vais me blesser et me haïr moimême. Après avoir passé des années dans le noir de mon ressentiment, j’ai fini par trouver le soleil. Je dois abandonner mes rancunes, je ne peux plus me les permettre.","LES ALCOOLIQUES ANONYMES, P. 72"
2025-04-15,french,"LE RESSENTIMENT, UN ESCLAVAGE","... le ressentiment est extrêmement grave. Car, alors, nous nous coupons de la lumière de l’Esprit.","Certains disent : « la colère est un luxe que je ne peux pas me permettre ». Est-ce que cela veut dire que je dois ignorer cette émotion humaine ? Je ne crois pas. Avant d’entendre parler du programme des AA, j’étais esclave de mes comportements d’alcoolique. J’étais enchaîné à mon esprit négatif, sans espoir de pouvoir me libérer.","RÉFLEXIONS DE BILL, P. 5"
2025-04-16,french,"LA COLÈRE, UN « LUXE DOUTEUX »","Si nous voulions vivre, nous devions nous libérer de la colère. Les crises et l’irritabilité ne sont pas pour nous. Les gens normaux peuvent peut-être s’offrir ce luxe douteux, mais pour les alcooliques c’est un poison.","Un « luxe douteux ». Combien de fois me suis-je répété ces mots. Ce n’est pas seulement la colère qu’il vaut mieux laisser aux non-alcooliques ; ma liste comprend également le ressentiment justifié, l’apitoiement sur soi, la propension à porter des jugements catégoriques, l’autosatisfaction, la vanité et la fausse modestie. Je suis toujours surpris quand je relis cette citation ; on m’a tellement bien enfoncé dans le crâne les principes du programme que je continue à croire que tous ces défauts font partie du passage cité. Dieu merci, je ne peux pas me les permettre, sinon j’en abuserais sûrement.","LES ALCOOLIQUES ANONYMES, P. 74-75"
2025-04-17,french,L’AMOUR CONTRE LA PEUR,"LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 57","Toutes ces faiblesses engendrent la peur, qui est en soi une maladie de l’âme.",
2025-04-18,french,HONNÊTETÉ VIS-À-VIS DE SOI,"Presque toujours, nous trompons les autres parce que nous nous trompons d’abord nous-mêmes. Si nous sommes honnêtes en face d’une autre per- sonne, c’est la confirmation que nous avons été honnêtes avec nous-mêmes et avec Dieu.","À l’époque où je buvais, je me dupais moi-même au sujet de la réalité ; je la réinventais pour qu’elle soit à mon goût. Tromper les autres est un défaut, même si je ne fais qu’étirer un peu la vérité ou qu’embellir mes motifs pour que les gens aient une bonne opinion de moi. Ma Puissance supérieure peut me débarrasser de ce défaut, mais je dois d’abord me montrer disposé à recevoir son aide en renonçant à la duperie. Je dois tous les jours me rappeler que me duper moi-même à mon propre sujet, c’est m’exposer à l’échec ou à la déception dans la vie et chez les AA. Une relation étroite et honnête avec une Puissance supérieure est laseule base solide sur laquelle je peux asseoir mon honnêteté envers moi-même et envers les autres.","RÉFLEXIONS DE BILL, P. 17"
2025-04-19,french,NOUS SOMMES FRÈRES PAR NOS DÉFAUTS,"Nous, alcooliques rétablis, sommes moins frères par nos vertus que par nos défauts et par nos efforts communs pour les surmonter.","Pour un alcoolique, s’identifier à un autre alcoolique est une expérience mystérieuse, spirituelle, voire presque incompréhensible. Mais cela se produit. Je « sens cette similitude ». Aujourd’hui, je sens que je peux aider les autres et qu’ils peuvent m’aider.","RÉFLEXIONS DE BILL, P. 167"
2025-04-20,french,EXAMEN DE CONSCIENCE,Nous demandons d’abord à Dieu de nous guider dans nos pensées et surtout de libérer notre esprit de l’apitoiement comme de tout mobile malhon- nête ou égoïste.,"Quand je la dis sincèrement, cette prière m’apprend à être vraiment humble et généreux, moi qui recherchais souvent dans mes bonnes actions l’approbation ou la gloire personnelle. En examinant attentivement les motifs qui me font agir, je peux servir Dieu et les autres, et les aider à faire ce qu’ils désirent. Quand je laisse Dieu diriger mes pensées, je m’évite beaucoup de soucis inutiles et je crois qu’il me guide tout au long de la journée. Si j’élimine de mon esprit l’apitoiement, sur mon sort, la malhonnêteté et l’égocentrisme dès qu’ils apparaissent, je me retrouve en paix avec Dieu, avec mon voisin et avec moi-même.","LES ALCOOLIQUES ANONYMES, P. 98"
2025-04-21,french,CULTIVER LA FOI,"« À mon avis, disait Dr Bob lui-même, nous ne pouvons rien réussir en ce bas monde à moins de nous y appliquer. Aussi, pour être un bon membre des AA faut-il mettre en pratique les principes du Mouvement... Nous devons, par exemple,...","La peur est souvent une force qui m’empêche d’acquérir et de cultiver le pouvoir de la foi. Elle m’empêche d’apprécier la beauté, la tolérance, le pardon, le service et la sérénité.","acquérir l’esprit de service. Nous devons aussi nous efforcer d’acquérir une certaine forme de foi. Voilà qui n’est pas facile, particulièrement pour quelqu’un qui a toujours été très matérialiste dans l’esprit de la société d’aujourd’hui. Mais, pour moi, la foi s’acquiert. Elle vient lentement ; elle doit se cultiver. Comme la tâche n’a pas été facile pour moi, je peux comprendre les difficultés des au- tres..."
2025-04-22,french,PRENDRE RACINE DANS UN SOL NOUVEAU,"Les moments de perception peuvent mener à une existence empreinte de sérénité spirituelle, comme j’ai de bonnes raisons de le savoir. Les racines de la réalité, remplaceront les broussailles de la névrose, résisteront aux vents violents de forces qui nous anéantiraient, ou que nous utiliserions pour notre propre destruction.","Quand je suis arrivé chez les AA, j’étais une jeune pousse frêle dont la racine était exposée à l’air. Je ne cherchais que la survie, mais c’était un début. J’ai grandi, je me suis développé, je me suis aussi replié, mais avec l’aide des autres, mon esprit a finalement pris racine. J’étais libre. J’ai agi, j’ai dépéri parfois, je me suis recueilli, j’ai prié, j’ai agi encore et j’ai compris à nouveau. Au-dessus de mes racines, l’esprit a donné naissance à de grosses tiges saines qui s’élèvent toujours plus haut pour servir Dieu.","RÉFLEXIONS DE BILL, P. 173"
2025-04-23,french,AA N’EST PAS LE REMÈDE UNIVERSEL,"Ce serait pure vanité de prétendre que le mouve- ment des AA peut guérir tous les maux, même l’al- coolisme.","Les premières années où j’étais abstinent, j’étais rempli de vanité et je croyais que les AA offraient la seule thérapie pouvant mener à une vie belle et heureuse. Le mouvement a vraiment été l’instrument de ma sobriété et, encore aujourd’hui après plus de douze ans, je continue de participer aux réunions, au parrainage et au service. Néanmoins, pendant mes quatre premières années de sobriété, j’ai dû recourir à une aide professionnelle parce que ma santé émotive était très défaillante. Il y a aussi ceux et celles qui ont trouvé la sobriété et le bonheur grâce à d’autres associations. Les AA m’ont appris que je n’avais qu’un seul choix : prendre tous les moyens pour favoriser ma sobriété. Le mouvement des AA n’est peut-être pas le remède universel, mais il est le centre de ma vie sans alcool.","RÉFLEXIONS DE BILL, P. 285"
2025-04-24,french,APPRENDRE À S’AIMER,"L’alcoolisme nous isolait, même si nous étions entourés de gens qui nous aimaient... Nous cher- chions notre sécurité émotive en dominant les au- tres ou en étant dominés... Nous avons encore vai- nement tenté de retrouver notre sécurité dans quelque malsaine forme de domination ou de dépendance.","En faisant mon inventaire personnel, j’ai découvert que j’entretenais des relations malsaines avec la plupart des personnes qui occupaient une place dans ma vie, mes amis et ma famille entre autres. Je me suis toujours senti seul et à l’écart des autres. J’ai bu pour engourdir ma souffrance affective.","AS BILL SEES IT, p. 252"
2025-04-25,french,UNE NOUVELLE DIMENSION,"Aux derniers stades de notre alcoolisme, la volon- té de résister a fui. Par contre, lorsque nous admet- tons notre défaite totale et lorsque nous devenons entièrement disposés à faire l’essai des principes des AA, l’obsession nous quitte et nous entrons dans une nouvelle dimension : la liberté entre les mains de Dieu tel que nous Le concevons.","J’ai le bonheur de faire partie de ceux qui ont connu cette impressionnante transformation dans leur vie. Quand j’ai passé la porte des AA, seul et désespéré, j’étais découragé au point de croire n’importe quoi. L’une des choses qu’on m’a dites était : « Ça pourrait être ton dernier lendemain de la veille,sinon tu peux continuer de tourner en rond. » De toute évidence, l’homme qui m’a dit ça se portait beaucoup mieux que moi. J’ai aimé cette idée d’admettre ma défaite et, depuis, je suis libre ! Mon cœur a entendu ce que ma raison n’avait jamais voulu entendre : « Être impuissant devant l’alcool n’est pas la fin du monde. » Je suis libre – et reconnaissant !","RÉFLEXIONS DE BILL, P. 283"
2025-04-26,french,CE N’EST PAS UNE QUESTION DE BONHEUR,"Je ne pense qu’il s’agisse de bonheur ou de mal- heur. Comment affrontons-nous les problèmes ? Comment y puisons-nous les meilleures leçons et les communiquons-nous aux autres, lorsqu’ils acceptent de les recevoir ?","Dans ma recherche du bonheur, j’ai changé d’emploi, je me suis marié, j’ai divorcé, j’ai recherché le dépaysement et je me suis endetté – financièrement, émotionnellement et spirituellement. Chez les AA, j’apprends à grandir. Plutôt que d’attendre le bonheur des gens, des lieux et des événements, je demande à Dieu de m’aider à m’accepter tel que je suis. Quand un problème me dépasse, les Douze Étapes m’aident à grandir par la souffrance. La connaissance que j’en retire pourra peut-être servir à d’autres qui souffrent du même problème. Comme l’ajoute Bill : « Si la souffrance fait son apparition, nous devons consentir à en tirer une leçon et à aider les autres à en faire autant. Si nous nageons dans le bonheur, nous l’acceptons comme un don et rendons grâce à Dieu. »","RÉFLEXIONS DE BILL, P. 306"
2025-04-27,french,DE JOYEUSES DÉCOUVERTES,"Nous nous rendons compte que nous savons peu de choses. Dieu nous en révélera sans cesse davantage, à vous comme à nous. Dans votre méditation du matin, demandez-Lui ce que vous pouvez faire chaque jour pour celui qui souffre encore. La réponse vous sera donnée si vos pro- pres affaires sont en ordre. Cependant, il est évident que vous ne pouvez transmettre quelque chose que vous n’avez pas. Assurez-vous que vos relations avec Dieu sont bonnes et de grandes choses se produiront pour vous et pour un nombre incalcula- ble d’autres personnes. Pour nous, c’est cela, la Grande Vérité.","La sobriété est un voyage de joyeuses découvertes. Chaque jour apporte de nouvelles expériences et prises de conscience, plus d’espoir et de foi, une plus grande tolérance. Je dois cultiver ces dons, sinon je n’aurai rien à donner.","LES ALCOOLIQUES ANONYMES, P. 185"
2025-04-28,french,DEUX « MAGNIFIQUES CONCEPTS »,Tout progrès dans les AA peut se résumer en deux mots : humilité et responsabilité. Notre développe- ment spirituel peut se mesurer de façon précise par notre degré d’adhésion à ces magnifiques concepts.,"Savoir reconnaître et respecter les opinions, les réalisations et les prérogatives des autres, et accepter d’avoir tort m’indiquent montrent la voie de l’humilité . Mettre en pratique les principes desAA dans tous les domaines de ma vie m’apprend le sens des responsabilités. En faisant honneur à ces préceptes, je donne de la crédibilité à la Quatrième Tradition et à toutes les autres. Le mouvement des Alcooliques anonymes a élaboré une philosophie de la vie pleine de solides motivations et riche en valeurs morales et en principes très valables ; et cette philosophie peut s’appliquer bien au-delà des frontières du monde alcoolique. Pour respecter ces préceptes, il me suffit de prier et de me préoccuper de chaque être humain comme d’un frère.","RÉFLEXIONS DE BILL, P. 271"
2025-04-29,french,L’AUTONOMIE DU GROUPE,"Certains peuvent penser que nous avons poussé jusqu’à l’extrême le principe de l’autonomie de groupe. Par exemple, dans sa « forme intégrale » originelle, la Quatrième Tradition dit : « Dès que deux ou trois alcooliques se rassemblent pour leur sobriété, ils peuvent se considérer comme un groupe des AA, pourvu qu’en tant que groupe, ils ne soient affiliés à aucun autre organisme »*...","À l’époque où je buvais, j’ai abusé de toutes les libertés de la vie. Comment les AA pouvaient-ils s’attendre à ce que je respecte cette « liberté absolue » que donne la Quatrième Tradition ? Apprendre le respect est devenu le travail de toute une vie.",Cette très grande liberté n’est pourtant pas aussi risquée qu’elle le semble.
2025-04-30,french,UN GRAND PARADOXE,Leurs souffrances et leur rétablissement consti- tuent un héritage que les alcooliques peuvent faci- lement se transmettre l’un à l’autre. C’est le don que Dieu nous a fait et la transmission de ce don à nos semblables est le seul objectif qui anime aujourd’hui les AA dans tout l’univers.,"Le grand paradoxe des AA, c’est que la seule façon dont je peux conserver le précieux don de la sobriété est d’en faire cadeau.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 173"
2025-05-01,french,GUÉRIR LE CŒUR ET L’ESPRIT,"Nous avons avoué à Dieu, à nous-mêmes et à un autre être humain la nature exacte de nos torts.","Puisque Dieu se manifeste vraiment à moi par l’intermédiaire des autres, il est évident que si j’éloigne les autres, j’éloigne aussi Dieu. Il est plus près de moi que je le pense et je peux le connaître en aimant les gens et en me laissant aimer d’eux. Par contre, je ne peux ni aimer ni être aimé lorsque je laisse mes secrets bloquer le chemin.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 64"
2025-05-02,french,ÉCLAIRER LE SOMBRE PASSÉ,"Accrochez-vous à l’idée que, dans les mains de Dieu, votre noir passé est ce que vous possédez de plus précieux : la clé de la vie et du bonheur des autres. Avec cette clé, vous pourrez les sauver de la misère et de la mort.","Mon passé n’est plus une autobiographie mais un livre de référence que je peux consulter et prêter. Aujourd’hui, en me rendant au travail, il me vient à l’esprit une très belle image. Même si cette journée est sombre, comme ça arrive parfois, les étoiles n’en seront que plus brillantes plus tard. Très bientôt, je serai appelé à témoigner de leur éclat. Ce jour-là, tout mon passé fera partie de moi parce qu’il est une clé et non un verrou.","LES ALCOOLIQUES ANONYMES, P. 140"
2025-05-03,french,NETTOYER LA MAISON,"D’une certaine manière, il semble moins embarrassant de nous trouver seuls avec Dieu que de faire face à une autre personne. Tant que nous ne prenons pas la peine de nous arrêter pour parler ouvertement de ce que nous avons caché si longtemps, notre bonne disposition à mettre de l’ordre dans nos affaires reste encore grandement théorique.","Il n’était pas rare que je parle à Dieu – et à moimême – de mes défauts. Mais m’asseoir en face d’une autre personne pour discuter ouvertement de ces questions intimes était autrement difficile. Toutefois, cette expérience m’a apporté un soulagement semblable à celui que j’avais ressenti la première fois que j’avais admis être alcoolique. J’ai commencé à apprécier la dimension spirituelle du programme et je me suis rendu compte que la Cinquième Étape n’est qu’une introduction à tout ce qui reste à venir dans les sept Étapes.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 70"
2025-05-04,french,« PARFAITEMENT HONNÊTES »,Nous devons être parfaitement honnêtes avec quelqu’un si nous voulons vivre longtemps ou heu- reux ici-bas.,"L’honnêteté, comme toutes les vertus, est faite pour être partagée. J’ai commencé à l’acquérir après avoir raconté à quelqu’un l’histoire de ma vie, afin de trouver ma place dans le mouvement. Par la suite, j’ai parlé de ma vie dans le but d’aider un nouveau ou une nouvelle à trouver sa place parmi nous. Grâce à ce partage, j’apprends à devenir honnête dans tout ce que je fais et je découvre que la volonté de Dieu à mon égard se réalise à cause de ma franchise et de ma bonne volonté.","LES ALCOOLIQUES ANONYMES, P. 83"
2025-05-05,french,LA FORÊT ET LES ARBRES,"... il est facile, à coup de rationalisations et de vœux pieux, de déformer ce qui se présente spontanément à notre esprit. L’avantage de nous adresser à une autre personne, c’est que nous pouvons sur-le-champ recevoir ses commentaires et ses conseils en ce qui concerne notre situation...","Je ne compte plus les fois où je me suis retrouvé en colère et frustré, et où je me suis dit : « Les arbres m’empêchent de voir la forêt ! » J’ai fini par m’apercevoir que ce dont j’avais besoin quand je souffrais ainsi, c’était de quelqu’un qui puisse m’aider à distinguer la forêt des arbres, me suggérer un meilleur sentier, m’aider à éteindre les feux ainsi qu’à éviter les pierres et les embûches.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 70"
2025-05-06,french,« NE CACHEZ RIEN »,"Les véritables critères dans cette expérience sont, d’une part, votre bonne volonté à vous confier à quelqu’un, et d’autre part, votre entière confiance en celui ou celle à qui vous ferez part de ce premier examen fidèle de vous-mêmes... Si vous ne cachez rien, votre soulagement grandira à chaque minute. Certaines émotions refoulées depuis des années feront surface et s’évanouiront comme par magie aussitôt que vous les aurez révélées. Votre douleur s’apaisera, faisant place à une tranquillité apaisante.","Quand j’ai commencé à assister aux réunions des AA, un tout petit germe de sentiments enfermés en moi a commencé à croître et la connaissance de moi-même est devenue le but de mon apprentissage. Cette nouvelle compréhension de moi-même a changé ma façon de réagir devant les circonstances de la vie. Je me suis aperçu que j’avais le droit de faire des choix et que les vieilles habitudes qui imposaient leur dictature avaient desserré leur emprise.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 72"
2025-05-07,french,LE RESPECT DES AUTRES,"Nous faisons ces confidences à quelqu’un qui va comprendre, mais qui n’en sera pas affecté. Si la règle nous impose d’être durs avec nous-mêmes, elle nous demande d’être toujours pleins d’égards pour les autres.","Ce passage m’enseigne le respect des autres. Je ne dois reculer devant rien pour me libérer si je veux trouver la paix d’esprit que je recherche depuis si longtemps, mais je ne dois pas agir aux dépens des autres. L’égoïsme n’a pas sa place dans le mode de vie des AA.","LES ALCOOLIQUES ANONYMES, P. 83"
2025-05-08,french,UN LIEU DE REPOS,"Chacune des Douze Étapes des AA nous demande d’aller à l’encontre de nos désirs naturels... toutes dégonflent notre ego. Quand on en vient au dégonflement de l’ego, peu d’Étapes sont aussi rudes à franchir que la Cinquième. Par contre, presque aucune n’est aussi indispensable à une sobriété durable et à la paix d’esprit.","Après avoir écrit la liste de mes défauts, je n’avais pas envie d’en parler, mais j’ai décidé qu’il était temps de cesser de porter seul ce fardeau. Il me fallait confesser ces défauts à quelqu’un. J’avais lu et entendu dire que je ne pourrais pas demeurer abstinent sans ça. La Cinquième Étape m’a apporté un sentiment d’appartenance, de l’humilité et de la sérénité quand je l’ai mise en pratique dans ma vie de tous les jours. Il était important que j’avoue mes défauts dans l’ordre suggéré par cette Étape : « à Dieu, à nous-mêmes et à un autre être humain ». Le fait de commencer par Dieu m’a préparé à les avouer ensuite à moi-même, puis à une autre personne. Comme il est expliqué à propos de cette Étape, la sensation de me trouver en union avec Dieu et avec une autre personne m’a conduit dans un lieu de repos où je pouvais me préparer aux Étapes suivantes, en vue d’une sobriété pleine et féconde.","LES DOUZE ÉTAPES ET LES DOUZE TRADITIONS, P. 64"
